headline	content	category	date	link
Tapha gulaallii waancaa Addunyaan Ityoophiyaan Gaanaa waliin qixa baate	  Tapha gulaallii waancaa Addunyaan gareen kubbaa miilaa  Biyyaalessa Ityoophiyaa gita isaa Gaanaa waliin qixa xumureera. Goolii Andiree Ayyuu Gaanaaf lakkoofsiseen  gareen kubbaa miilaa  Biyyaalessa Ityoophiya durfamaa turuun xumura taphichaarraatti goolii Geetaanahi Kabbadaa galcheen goolii 1 qixaan xumurameera. Afrikaa Kibbaa ramaddicha dursaa jirti. Naannoo keessaan eegaa! Gara adda waraanaatti duulaa! Raayyaa Ittisa Biyyaa deeggaraa!      .	ispoortii	2021-11-11	https://www.fanabc.com/afaanoromoo/tapha-gulaallii-waancaa-addunyaan-ityoophiyaan-gaanaa-waliin-qixa-baate/
Qabxii taphoota priimiyar liigii Ityoophiyaa torbee 10ffaa	  Qabxii taphoota priimiyar liigii Ityoophiyaa torbee 10ffaa. Taphoota harhaatin; Sabbataa 2  1 Hawaasaa Sihuul Shiree 1  1 Jimmaa Abbaa Jifaar Walaayittaa 1  0 Maqalee 70 Indartaa  Taphoota guyyaa boruu; Walqixxee  Dirree Dhawaa Adaamaa  Hadiyaa Hoossaahinaa Faasil  Buna Sidaama Qiddus Gorgiis  Bahiir Daar Walwaaloo Addigiraat  Buna Ityoophiyaa	ispoortii	2020-01-25	https://www.fanabc.com/afaanoromoo/qabxii-taphoota-priimiyar-liigii-ityoophiyaa-torbee-10ffaa/
Kiristaanoo Ronaaldoon kilabii kubbaa miilaa Saahud Arabiyaa Al-Naasiritti makame	- Taphataan sarara fuulduraa Poorchugaal Kiristaanoo Ronaaldoon kilabii kubbaa miilaa Saahud Arabiyaa Al-Naasiritti makame. Kiristaanoo Ronaaldoon kilabii kubba miilaa Maanchistaar Yuunayitid irraa erga  adda bahee booda gara kilabii kubbaa miilaa Saahud Arabiyaa Al-Naasiritti makamuuf waligaluun isa ni yadatama. Kiristaanoo Roonaaldoon  kilabii kubbaa miilaa Al-Naasir waliin Paawondii miiliyoona 175n waligaltee waggaa lamaa mallatteesseera. Odeeffannoowwan waqtaawaa dabalataa argachuuf;    nu duukaa buhaa  Yeroo maraa nu waliin waan taataniif isin galateeffanna.	ispoortii	2022-12-31	https://www.fanabc.com/afaanoromoo/kiristaanoo-ronaaldoon-kilabii-kubbaa-miilaa-saaud-arabiyaa-al-naasiritti-makame/
Gameessi tapha Buunyaa Baqqalaa Alamuun (Gaanchi) boqote	- Itiyoophiyaa bakka buhuun dorgommiiwwan Olompikii tapha Buunyaarratti addaa duree kan tahan keessaa Gameessi taphichaa Baqqalaa Alamuun (Gaanchi) addunyaa kanarraa duhaan boqote. Itiyoophiyaa bakka buhuun dorgommiiwwan olompikii Room, Tookiyoo fi Meeksikoorratti kan hirmate Baqqalaa Alamuun umrii waggaa 82hffatti duhaan boqoteera. Dorgommii Olompikii Meeksiikoorratti meedaaliya kan argate yoo tahu, Leegoosittis Shaampiyoonaa Afrikaa tahuu seenaan jireenyaa isaa ni argisiisa. Bara 1933 kan dhalate Baqqalaa Alamuun abbaa ijoolee 11hti. sirni awwaalchaa Baqaalaa Alamuus guyyaa harhaa sahaatii 6:00 irratti Mana Amantaa Kidaanamiretii Shagooleetti ni raawwata jedhameera.  Odeeffannoowwan waqtaawaa dabalataa argachuuf;     nu duukaa buhaa  Yeroo maraa nu waliin waan taataniif isin galateeffanna.	ispoortii	2023-08-28	https://www.fanabc.com/afaanoromoo/gameessi-tapha-buunyaa-baqqalaa-alamuun-gaanchi-boqote/
Piriimaayeer Liigii Itiyoophiyaan Adaamaan Dirree Dhawaa injifate	  Taphoota Piriimaayeer Liigii Itiyoophiyaa torbee 5ffaa harha waaree booda gaggeeffameen Kilabni Magaalaa Adaamaa Magaalaa Dirre Dhawaa goolii 2 fi 1n injifateera. Adaamaan buhaa harha galmeesse hordofee qabxii 11 sadarkaa 2ffaa yoo qabatu, Dirre Dhawaan qabxii 4 sadarkaa 12ffaarratti argama. Sagantaa torbee 5ffaan harha galgala sahaatii 12: 00 irraa jalqabee Machaal Hambarichaa Duraamee waliin ni taphata. n Odeeffannoowwan waqtaawaa dabalataa argachuuf;    nu duukaa buhaa  Yeroo maraa nu waliin waan taataniif isin galateeffanna.	ispoortii	2023-11-01	https://www.fanabc.com/afaanoromoo/piriimaayeer-liigii-itiyoophiyaan-adaamaan-dirree-dhawaa-injifate/
Maancheestar Yuunaaytidii fi Intar Miilaan gitoota isaanii injifachuun gara xumura walakkaatti darban	  Maancheestar Yuunaaytidii fi Intar Miilaan gitoota isaanii injifachuun gara xumura walakkaatti darban.       Yuurooppaa Liigidhaan xumura kurmaanarraa gara xumura walakkaatti darbuuf kaleessa galgala taphoota gaggeeffamaniin; Maancheestar Yuunaaytid Kooppanhaagan waliin, Iintar Miilaan ammoo Baayar Liivarkuusan waliin walarganiir8u.       Kooppanhaagan waliin kan taphate Maancheestar Yuunaaytid daqiiqaa 90n booda rukuttaa argateen xumura walakkaaf darbuu dandaheera.       Galgaluma kaleessaa Deeseeldiroof Areenaatti Intar Miilaan, Baayar Liivarkuusan waliin taphatee galchii lamaaf tokkoon xumura walakkaaf darbuu dandaheera.       Intar Miilaan injifataa Shaakataar Dooneeskii fi Baazeel waliin kan taphatu yoo tahu, Maancheestar Yuunaaytid ammoo injifataa Woolvisii fi Siiviyaa waliin xumura walakkaaf taphata.       Maddi; Sky Sport       Odeeffannoo waqtaawaa argachuuf  	ispoortii	2020-08-11	https://www.fanabc.com/afaanoromoo/maancheestar-yuunaaytidii-fi-intar-miilaan-gitoota-isaanii-injifachuun-gara-xumura-walakkaatti-darban/
Waldorgommiin walakkaa maraatoonii 21ffaa Bishooftuutti gaggeeffame	  Waldorgommii walakkaa maraatoonii 21ffaa magaalaa Bishooftuutti gaggeeffameen Atleet Taammiraat Tolaan injifate. Kaayyoon waldorgommichaa naannolee fi bulchiinsoota magaalaaf, kilabootaa fi dhaabbileef carraa waldorgommii uumuun atleetota ciccimoo horachuudha. Poolaanditti yeroo 14ffaaf kan gaggeeffamu waldorgommii walakkaa maraatoonii addunyaarratti atleetota biyya keenya bakka buhanii hirmaatan filachuuf kan taasifame tahuu Federeeshiniin Atleetiksii Ityoophiyaa beeksiseera. Waldorgommii kiiloo meetra 21 magaalaa Bishooftuutti kaleessa Amajjii 24,2012 gaggeeffameen atleetoonni dhiirotaa fi dubartootaa hirmaataniiru. Waldorgommii atleetiksii 13ffaa kanaan fageenya kiilo meetira 21 dubartootatiin Atleet Alamzarf Yewalaa magaalaa Hawaasaarraa sadarkaa 1ffaan yoo xumurtu, Atleet Biraanee Dibaabaa Poolisii Oromiyaarraa 2ffaa,  Atleet Ababaa Yeshaaneh  Poolisii Amaaraarraa sadarkaa 3ffaan xumurteetti. Waldorgommii walakkaa maraatoonii 21ffaa magaalaa Bishooftuutti kaleessa gaggeeffameen Atleet Taammiraat Tolaa Poolisii Oromiyaarraa sadarkaa 1ffaan yoo xumuru, Atleet Lihuul Gabrasillasee dhuunfadhaan akkasumas Amdawarq Waalalliny dhuunfaan sadarkaa 2ffaa fi 3ffaan xumuraniiru.	ispoortii	2020-02-03	https://www.fanabc.com/afaanoromoo/waldorgommii-walakkaa-maraatooni-21ffaa-magaalaa-bishooftutti-gaggeeffameen-atleet-taamiraat-tolaa-injifate/
Fiigichi Maaraatoonii Kumalaa Abbabaa Biqilaa 39ffaan Dilbata dhufu gaggeeffama	  Fiigichi Maaraatoonii Kumalaa Abbabaa Biqilaa 39ffaan Dilbata dhufu Magaalaa Finfinneetti kan gaggeeffamu tahuu Federeeshiniin Atleetiksii Ityoophiyaa beeksiise. Fiigicha kanarratti Atleetoonni kilaboota 12, naannolee 2 fi bulchiinsa magaalaa 1 irraa walitti babbahan 354 koorinyaa lamaaniinuu kan hirmaatan tahuu federeeshinichi beeksiseera. Dorgomichaaf badhaasni Birriin miiliyoona 1 kan qophaahe yoo tahuu, Atleetoonni 1ffaa -8ffaa bahan ni badhaafamu jedhame. Fiigichi Maaraatoonii Kuma Abbabaa Biqilaa 38ffaan bara darbe magaalaa Bahiir Daaritti fiigamuun kan yaadatamuudha. Warqinash Gaashahutu gabaase.  Odeeffannoowwan waqtaawaa dabalataa argachuuf;    nu duukaa buhaa  Yeroo maraa nu waliin waan taataniif isin galateeffanna.	ispoortii	2023-06-22	https://www.fanabc.com/afaanoromoo/fiigichi-maaraatoonii-kumalaa-abbabaa-biqilaa-39ffaan-dilbata-dhufu-gaggeeffama/
Dorgommiin Liigii Kubbaa Miilaa Dubartoota Oromiyaa Marsaa 3ffaan kaleessa Magaalaa Ambootti eegalame	Finfinnee, Amajjii 17, 2013 (FBC )  Dorgommiin Liigii Kubbaa Miilaa Dubartoota Oromiyaa Marsaa 3ffaan kaleessa Magaalaa Ambootti eegalame. Dorgommicha irratti Kilaboonni kubbaa Miilaa Bulchiinsota Magaalaa Bishaan Gurraacha, Sulultaa, Adaamaa, Asallaa, Mojoo,Naqamtee fi Sabbataa hirmaataa jiru. Sirna baniinsaa Dorgommichaa irratti kan argaman Itti Gaafatamaan Waajira Federeshinii Kubbaa Miilaa Oromiyaa, obbo Firoomsaa Laggasaa liigichi kilaboota 4 qofaa hirmaachisuun kan eegale tahus, amma kilaboota 7 hirmaachiseera,hawwatamummaansaas dabalaa dhufeera jedhan. Akka OBN gabaasetti, Guyyaa kaleessa tapha baniinsaan Sulultaan 3-0 Sabbataa injifateera. Harha Adamaan Naqamtee , Asallaan Mojoo Waliin morkatu jedhameera.    Karaa Yuutyuubii Keenyan Nu Hordofuuf FBC Afaan Oromoo Https://Www.Youtube.Com/C/Fanabroadcastingcorporate/  Karaa Marsariitii (Weebsaayitii) Keenya Fanabc.Com/Afaanoromoo Nu Hordofaaa. Twiitara Keenya Https://Twitter.Com/Fanatelevision .	ispoortii	2021-01-25	https://www.fanabc.com/afaanoromoo/dorgommiin-liigii-kubbaa-miilaa-dubartoota-oromiyaa-marsaa-3ffaan-kaleessa-magaalaa-ambootti-eegalame/
Uraagaay 0  0 Kooriyaa Kibbaa	Finfinee, Sadaasa 15, 2015(FBC)- Taphni Waancaa Addunyaa 22ffaan Uraagaayiifi Kooriyaa  Kibbaa gidduutti taphatame goolii malee qixa xumurame. Tapha gareen lameen istaadiyeemii “Ejukeeshin siitii”tti taasisan goolii malee qixa goolabameera. Odeeffannoowwan waqtaawaa dabalataa argachuuf;    nu duukaa buhaa  Yeroo maraa nu waliin waan taataniif isin galateeffanna.	ispoortii	2022-11-24	https://www.fanabc.com/afaanoromoo/uraagaay-0-0-kooriyaa-kibbaa/
Olompikii Tookiyoo dubartoota meetira 800 irratti kan hirmaattee Atileet Habtaam Alamuu 6ffaa bahuun goolabde	Finfinnee, Adooleessa 27, 2013 (FBC )- Olompikii Tookiyoo dubartoota meetira 800 irratti kan hirmaattee Atileet Habtaam Alamuu 6ffaa bahuun goolabdeetti. Kanaafis badhaafamtuu dippiloomaa taateetti.  Feesbuukii keenyan dabalata odeeffannoo waqtaawaa argachuuf;     .	ispoortii	2021-08-03	https://www.fanabc.com/afaanoromoo/olompikii-tookiyoo-dubartoota-meetira-800-irratti-kan-hirmaattee-atileet-habtaam-alamuu-6ffaa-bauun-goolabde/
Kilabni Ityoo Elektirik gara Liigii olaanootti gadi buhe	  Kilabni Kubbaa Miilaa Ityoo- Elektirik gara Liigii Olaanootti gadi buheera. Kilabchi tapha harha Machaal waliin taphateen goolii 2 qixa xumurus gara Liigii Olaanootti gadi buhuu ibsameera. Bara taphaa 2015 gara Piriimaayer Liigii Ityoophiyaatti kan guddate Ityoo  Elektirik tapha bara tokkoon gara Liigii Olaanootti gadi deebiheera. Kilabichi Laga Xaafoo Laga Daadhitti aanee Kilaba 2ffaa gara Liigii Olaanootti buhe taheera.  Odeeffannoowwan waqtaawaa dabalataa argachuuf;    nu duukaa buhaa  Yeroo maraa nu waliin waan taataniif isin galateeffanna.	ispoortii	2023-05-23	https://www.fanabc.com/afaanoromoo/kilabni-ityoo-elektirik-gara-liigii-olaanootti-gadi-bue/
Priimiyar liigii Ityoophiyaatin Faasiilii fi Sabbataan milkaahaniiru	  Priimiyar liigii Ityoophiyaatin Faasiilii fi Sabbataan milkaahaniiru.       Faasiil, Yuunvarsiitii Walwaaloo Addigiraat waliin taphatee 1f 0dhaan injifateera.       Magaalaan Sabbataa ammoo Hoossaahinaa waliin taphachuudhan, 2f 1n injifateera.	ispoortii	2020-02-03	https://www.fanabc.com/afaanoromoo/priimiyar-liigii-ityoophiyaatin-faasiilii-fi-sabbataan-milkaaaniiru/
Dorgommiin calaallii Priimeyar Liigii  dubratootaa godina Seekaafaa irraa deebiin dheereeffame	- Dorgommiin calaallii Priimeyar Liigii  dubratootaa Biyyoota Bahaa fi Giddugaleessa Afrikaa ‘Seekaafaah irraa deebiin dheereeffameera. Keessummeesituun dorgomichaa Keeniyaan sababa dorgoommi atileetiksii dargaggoota addunyaa kan keessummeessitu tahuun gara yeroo biraatti darbeera. Baankiin Daldalaa Ityoophiyaa dorgommi calaalliichaarratti garee dubartootaa kan hirmaachisuu Hagayyaa 1 hanga 15 akka gaggeeffamuuf murtaahee akka ture ragaan Federeshinii Kubbaa Millaarra argamee ni muulhdhisa. Feesbuukii keenyan dabalata odeeffannoo waqtaawaa argachuuf;     .	ispoortii	2021-07-29	https://www.fanabc.com/afaanoromoo/dorgommiin-calaallii-priimeyar-liigii-dubratootaa-godina-seekaafaa-irraa-deebiin-dheereeffame/
Dorgommii fiigicha Mana keessaa Tuuraanitti gaggeeffameen atileetonni Ityoophiyaa injifatan	  Dorgommii fiigichaa Mana keessaa guyyaa kaleessaa Tuuraanitti gaggeeffameen atileetonni Ityoophiyaa injifatan. Fiigicha dhiiraa meetira kuma 3 atileet Lammeechaa Girmaa sahatii 7:31:09 1ffaa bahuun yoo injifatu Salamoon Baaraggaa 2ffaa, Geetinnat Waalee 4ffaa, Adihaanaa Kaasaay 7ffaa fi Haftuu Takluu 9ffaa bahuun dorgommicha xumuraniiru. Dorgommii fiigicha dubartootaa meetira 1500 Gudiif Tsaggaayee sahaatii 3:54:77 1ffaa yoo baatu, Lamlam Hayiluu 2ffaa, Fireewayin Hayiluu 3ffaa, Habtaam Alamuu 4ffaa fi Hiruut Mashashaa 5ffaa bahaniiru. Dorgommii fiigicha dubartootaa meetira 800 Tigist Girmaa 3ffaa fi Warqinash Massalaa 5ffaa bahuun dorgommicha xumuruu ragaan Federeeshinii Atileetiksii Ityoophiyaarraa argame ni mulhisa.      .	ispoortii	2022-02-23	https://www.fanabc.com/afaanoromoo/dorgommii-fiigicha-mana-keessaa-tuuraanitti-gaggeeffameen-atileetonni-ityoophiyaa-injifatan/
Atileetota Shaampiyoonaa Atileetiksii Addunyaa 19ffaa irratti hirmaataniif geggeessaan taasifame	-Atileetota Ityoophiyaa bakka buhuun dorgommii Shaampiyoonaa Atileetiksii Addunyaa 19ffaa irratti hirmaataniiniif sirni geggeessaa taasifameera. Shaampiyoonaa Atileetiksii Addunyaa 19ffaan Hagayya 13-21, 2015 Haangaarii magaalaa Budapeestitti gaggeeffama. Sirna geggeessaa atileetotaarratti Ministirri Ministeeraa Aadaa fi Ispoortii Obbo Qajeelaa Mardaasaa, Pireezidaantii Koree Olompikii Ityoophiyaa Dooktar Ashabbir Waldagiyoorgisii fi Pireezidaantii Federeeshinii Atileetiksii Ityoophiyaa Gargaartu Koomiishinaraa Daraartuu Tulluu dabalatee miseensonni garee jilichaa argamaniiru. Gareen jilichaa marsaa afuritti qoodamuun gara Hangaariitti kan imaluu tahuu Federeshiniin Atileetiksii Ityoophiyaa beeksiseera. Taarikuu Guutaa gabaase.  Odeeffannoowwan waqtaawaa dabalataa argachuuf;    nu duukaa buhaa  Yeroo maraa nu waliin waan taataniif isin galateeffanna.	ispoortii	2023-08-13	https://www.fanabc.com/afaanoromoo/atileetota-shaampiyoonaa-atileetiksii-addunyaa-19ffaa-irratti-hirmaataniif-geggeessaan-taasifame/
